,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
121726,2,2016-06-01 06:30:21,2016-06-01 07:04:23,1,18.02,-73.99642181396483,40.73239517211913,2,N,-73.78805541992188,40.641380310058594,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
121799,2,2016-06-01 06:30:34,2016-06-01 06:57:37,1,19.04,-73.95280456542969,40.772216796875,2,N,-73.78387451171875,40.64352035522461,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
121829,1,2016-06-01 06:30:47,2016-06-01 06:53:25,1,15.3,-73.97876739501955,40.74480819702149,2,N,-73.79632568359375,40.644493103027344,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
121880,2,2016-06-01 06:20:27,2016-06-01 06:57:37,1,20.84,-73.98097991943358,40.78190994262695,2,N,-73.78323364257811,40.64384841918945,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
122050,1,2016-06-01 06:31:45,2016-06-01 07:04:18,1,16.6,-73.99496459960938,40.76063537597656,2,N,-73.79824829101562,40.64485931396485,1,52.0,0.0,0.5,3.0,5.54,0.3,61.34
122147,2,2016-06-01 06:20:43,2016-06-01 06:44:44,2,17.45,-73.94058990478516,40.79816055297852,2,N,-73.77642059326173,40.64522171020508,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
122296,1,2016-06-01 06:36:18,2016-06-01 07:16:10,1,29.7,-74.00222778320312,40.72029495239258,2,N,-73.78350067138672,40.64378356933594,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
122392,1,2016-06-01 06:33:11,2016-06-01 06:58:00,1,15.3,-73.99693298339844,40.74216079711913,2,N,-73.8072280883789,40.65848159790039,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
122433,1,2016-06-01 06:36:37,2016-06-01 07:09:09,1,17.6,-73.9860076904297,40.72291564941406,2,N,-73.77737426757811,40.64464950561523,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
122494,1,2016-06-01 06:21:02,2016-06-01 06:45:18,1,16.0,-73.98155975341797,40.742103576660156,2,N,-73.79004669189453,40.64377212524415,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
122616,1,2016-06-01 06:34:00,2016-06-01 07:04:25,1,17.5,-73.99141693115234,40.74510192871094,2,N,-73.77642822265625,40.645423889160156,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
122846,1,2016-06-01 06:35:07,2016-06-01 07:03:37,1,18.8,-73.95421600341797,40.77211380004883,2,N,-73.77946472167969,40.64519119262695,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
122876,2,2016-06-01 06:36:47,2016-06-01 07:17:58,1,19.14,-74.0049819946289,40.72980117797852,2,N,-73.77626037597656,40.64561080932617,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
122954,1,2016-06-01 06:35:29,2016-06-01 07:09:16,1,17.1,-73.99143981933594,40.754558563232415,2,N,-73.78276824951173,40.64890670776367,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
123166,2,2016-06-01 06:43:06,2016-06-01 07:08:28,1,17.33,-73.94708251953125,40.771728515625,2,N,-73.80343627929686,40.6485481262207,1,52.0,0.0,0.5,11.0,5.54,0.3,69.34
123284,2,2016-06-01 06:43:36,2016-06-01 07:19:08,1,19.98,-73.97471618652342,40.78820037841797,2,N,-73.78298950195312,40.643951416015625,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
123339,2,2016-06-01 06:43:49,2016-06-01 07:08:29,1,15.91,-73.9745864868164,40.7451286315918,2,N,-73.78233337402342,40.64424896240234,1,52.0,0.0,0.5,11.0,5.54,0.3,69.34
123449,1,2016-06-01 06:36:57,2016-06-01 07:08:31,1,17.3,-73.9953842163086,40.7440299987793,2,N,-73.7834243774414,40.64380645751953,1,52.0,0.0,0.5,15.8,0.0,0.3,68.6
123765,2,2016-06-01 06:45:09,2016-06-01 07:15:17,1,19.04,-73.94826507568358,40.77056884765625,2,N,-73.78312683105469,40.643867492675774,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
123903,1,2016-06-01 06:12:18,2016-06-01 06:54:32,1,15.4,-74.01500701904298,40.716552734375,2,N,-73.7849884033203,40.64314651489258,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
123963,1,2016-06-01 06:45:41,2016-06-01 07:26:18,2,19.8,-73.9722671508789,40.793323516845696,2,N,-73.78218841552734,40.64428329467773,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
124053,2,2016-06-01 06:12:36,2016-06-01 06:46:05,2,20.21,-73.98048400878906,40.7854118347168,2,N,-73.78990173339844,40.64323806762695,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
124167,2,2016-06-01 06:12:54,2016-06-01 06:43:59,1,17.72,-73.99053192138672,40.761077880859375,2,N,-73.77989196777344,40.64555358886719,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
124189,2,2016-06-01 06:37:26,2016-06-01 07:03:56,1,16.25,-73.97698211669923,40.739124298095696,2,N,-73.78207397460938,40.64432907104492,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
124227,2,2016-06-01 06:21:53,2016-06-01 07:00:17,1,18.22,-73.98355865478516,40.7298698425293,2,N,-73.77638244628906,40.64564895629883,1,52.0,0.0,0.5,0.0,0.0,0.3,52.8
124244,1,2016-06-01 06:22:01,2016-06-01 06:54:33,3,19.9,-73.96366119384766,40.77438354492188,2,N,-73.77647399902342,40.64623641967773,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
124253,2,2016-06-01 06:22:03,2016-06-01 06:50:04,1,17.36,-73.97648620605469,40.766109466552734,2,N,-73.78972625732422,40.65495681762695,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
124603,1,2016-06-01 06:13:37,2016-06-01 06:45:45,2,19.9,-73.96949005126955,40.78505325317383,2,N,-73.78323364257811,40.64392471313477,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
124611,1,2016-06-01 06:13:42,2016-06-01 06:38:08,3,16.8,-73.98126983642578,40.75345230102539,2,N,-73.77983093261719,40.645416259765625,1,52.0,0.0,0.5,11.66,5.54,0.3,70.0
124635,1,2016-06-01 06:13:53,2016-06-01 06:37:34,2,18.1,-73.94512939453125,40.77869415283203,2,N,-73.78627014160156,40.644020080566406,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
124649,1,2016-06-01 06:37:59,2016-06-01 07:15:12,1,20.6,-73.97830200195312,40.77720642089844,2,N,-73.78697967529298,40.64728927612305,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
124681,2,2016-06-01 06:22:42,2016-06-01 06:55:32,1,16.84,-73.99310302734375,40.75400924682617,2,N,-73.78865051269531,40.64146041870117,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
124832,2,2016-06-01 06:23:00,2016-06-01 06:47:59,1,16.66,-73.97654724121094,40.7506103515625,2,N,-73.7833023071289,40.64654159545898,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
124835,2,2016-06-01 06:23:02,2016-06-01 06:53:31,1,16.71,-73.9943618774414,40.74863815307617,2,N,-73.78797149658203,40.64186096191406,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
124908,2,2016-06-01 06:14:18,2016-06-01 07:05:19,5,27.09,-74.0179672241211,40.70616912841797,2,N,-73.78292083740234,40.64392852783203,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
124958,1,2016-06-01 06:14:40,2016-06-01 06:51:49,2,18.0,-73.99846649169923,40.749507904052734,2,N,-73.77649688720702,40.64508819580078,1,52.0,0.0,0.5,11.66,5.54,0.3,70.0
124970,2,2016-06-01 06:14:44,2016-06-01 06:38:27,1,16.12,-73.98126983642578,40.747169494628906,2,N,-73.78334045410156,40.643821716308594,1,52.0,0.0,0.5,8.75,5.54,0.3,67.09
124981,2,2016-06-01 06:14:50,2016-06-01 06:49:47,5,18.71,-74.00868225097656,40.7056884765625,2,N,-73.7825927734375,40.64405059814453,1,52.0,0.0,0.5,10.0,0.0,0.3,62.8
125060,1,2016-06-01 06:23:19,2016-06-01 06:52:33,1,16.7,-73.99153900146483,40.744789123535156,2,N,-73.78809356689453,40.64458465576172,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
125082,1,2016-06-01 06:23:27,2016-06-01 06:57:17,1,19.0,-73.96315002441406,40.79376220703125,2,N,-73.78984832763672,40.643150329589844,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
125142,2,2016-06-01 06:15:10,2016-06-01 06:37:19,1,18.4,-73.94992065429686,40.77606964111328,2,N,-73.79055023193358,40.64480972290039,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
125215,2,2016-06-01 06:23:34,2016-06-01 06:53:21,1,18.09,-73.98954010009766,40.76276016235352,2,N,-73.7840576171875,40.64350891113281,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
125223,2,2016-06-01 06:23:37,2016-06-01 06:55:58,1,19.21,-73.94863891601562,40.8238410949707,2,N,-73.78144073486328,40.6446418762207,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
125437,2,2016-06-01 06:47:17,2016-06-01 07:21:34,4,18.74,-73.94930267333984,40.785003662109375,2,N,-73.78895568847656,40.6416015625,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
125453,1,2016-06-01 06:15:49,2016-06-01 06:46:30,2,16.9,-73.9784164428711,40.76186752319336,2,N,-73.79112243652342,40.64446640014648,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
125488,1,2016-06-01 06:38:58,2016-06-01 07:09:41,1,17.7,-73.96409606933594,40.76537322998047,2,Y,-73.79035186767578,40.64381790161133,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
125527,1,2016-06-01 06:24:10,2016-06-01 06:55:19,1,17.4,-73.99440002441406,40.756126403808594,2,N,-73.77800750732422,40.64494323730469,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
125528,2,2016-06-01 06:24:10,2016-06-01 06:56:09,1,18.28,-73.98918151855469,40.736595153808594,2,N,-73.78917694091797,40.65509033203125,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
125578,1,2016-06-01 06:16:09,2016-06-01 06:53:22,1,20.0,-74.01686096191406,40.70812225341797,2,N,-73.7943801879883,40.64458084106445,1,52.0,0.0,0.5,5.0,0.0,0.3,57.8
125678,1,2016-06-01 06:24:38,2016-06-01 06:53:01,1,18.8,-73.95634460449219,40.78450775146485,2,N,-73.77852630615234,40.6450424194336,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
125755,2,2016-06-01 06:47:20,2016-06-01 07:31:15,2,18.2,-74.00865173339844,40.73244857788085,2,N,-73.78816223144531,40.64191818237305,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
125775,2,2016-06-01 06:47:24,2016-06-01 07:27:24,2,20.99,-73.97832489013672,40.77896118164063,2,N,-73.78348541259766,40.64376449584961,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
125794,2,2016-06-01 06:39:19,2016-06-01 07:08:54,1,18.78,-73.95284271240234,40.77838897705078,2,N,-73.78857421875,40.64147186279297,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
125837,2,2016-06-01 06:24:52,2016-06-01 06:47:47,1,16.13,-73.97915649414062,40.7442741394043,2,N,-73.78916931152342,40.64166259765625,1,52.0,0.0,0.5,11.0,5.54,0.3,69.34
125885,1,2016-06-01 06:16:40,2016-06-01 06:50:11,1,17.9,-74.00068664550781,40.73086166381836,2,N,-73.78992462158203,40.64468002319336,1,52.0,0.0,0.5,3.0,0.0,0.3,55.8
126028,1,2016-06-01 06:16:53,2016-06-01 06:36:02,1,14.9,-73.97171020507811,40.74582290649415,5,N,-73.79889678955078,40.64498901367188,1,66.0,0.0,0.0,4.0,0.0,0.3,70.3
126041,2,2016-06-01 06:16:58,2016-06-01 06:49:10,5,17.98,-73.99474334716798,40.72820663452149,2,N,-73.78663635253906,40.64450073242188,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
126194,2,2016-06-01 06:17:14,2016-06-01 06:50:26,6,17.42,-73.98509979248048,40.76258850097656,2,N,-73.788818359375,40.64149475097656,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
126284,2,2016-06-01 06:25:31,2016-06-01 06:50:43,1,18.78,-73.94676971435547,40.77589797973633,2,N,-73.7874298095703,40.64751052856445,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
126286,2,2016-06-01 06:25:32,2016-06-01 06:50:32,1,16.53,-73.97222900390625,40.74905014038085,2,N,-73.79031372070312,40.64677047729492,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
126288,2,2016-06-01 06:25:33,2016-06-01 06:58:16,2,18.36,-73.98793029785155,40.76966857910156,2,N,-73.78607940673827,40.64363098144531,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
126311,2,2016-06-01 06:25:43,2016-06-01 06:50:26,3,16.3,-73.981689453125,40.74066925048828,2,N,-73.7891082763672,40.64173126220703,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
126522,1,2016-06-01 06:48:07,2016-06-01 07:35:43,1,22.1,-74.00835418701173,40.711727142333984,2,Y,-73.7763671875,40.645301818847656,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
126660,2,2016-06-01 06:48:11,2016-06-01 07:22:05,1,17.25,-73.97766876220702,40.76227951049805,2,N,-73.782958984375,40.643909454345696,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
126909,2,2016-06-01 06:40:41,2016-06-01 07:13:26,2,18.91,-74.00424194335938,40.72406005859375,2,N,-73.77633666992188,40.64574813842773,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
126948,2,2016-06-01 06:26:34,2016-06-01 06:50:58,1,18.48,-73.9506301879883,40.77523040771485,2,N,-73.7838134765625,40.64361953735352,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
126988,2,2016-06-01 06:18:25,2016-06-01 06:48:19,1,17.15,-73.99193572998048,40.72610473632813,2,N,-73.78879547119139,40.64153671264648,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
127025,1,2016-06-01 06:48:42,2016-06-01 07:33:03,1,21.4,-73.9815444946289,40.7808952331543,2,N,-73.78193664550781,40.64441299438477,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
127089,1,2016-06-01 06:26:45,2016-06-01 06:56:34,1,18.3,-73.9573974609375,40.78300094604492,2,N,-73.7894973754883,40.64712905883789,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
127237,2,2016-06-01 06:26:59,2016-06-01 06:53:36,5,16.48,-73.9682388305664,40.75463104248047,2,N,-73.78861999511719,40.641380310058594,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
127319,1,2016-06-01 06:48:54,2016-06-01 07:22:56,1,17.1,-73.97898864746094,40.762611389160156,2,N,-73.7899398803711,40.64316177368164,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
127389,1,2016-06-01 06:27:13,2016-06-01 06:54:03,1,19.2,-73.9515151977539,40.770118713378906,2,N,-73.78908538818358,40.641616821289055,1,52.0,0.0,0.5,8.75,5.54,0.3,67.09
127481,1,2016-06-01 06:49:08,2016-06-01 07:21:31,3,17.3,-73.9791488647461,40.7625846862793,2,N,-73.78290557861328,40.64396286010742,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
127552,1,2016-06-01 06:27:31,2016-06-01 07:10:10,1,19.7,-74.0093994140625,40.71523666381836,2,N,-73.77643585205078,40.646183013916016,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
127563,2,2016-06-01 06:27:36,2016-06-01 06:54:43,6,16.64,-73.97637176513672,40.74498748779297,2,N,-73.78960418701173,40.643150329589844,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
127665,1,2016-06-01 06:41:32,2016-06-01 07:18:42,2,20.4,-74.01300048828125,40.70991897583008,2,N,-73.78621673583984,40.64397430419922,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
127709,2,2016-06-01 06:27:46,2016-06-01 06:55:31,1,18.87,-73.95463562011719,40.77787399291992,2,N,-73.7828598022461,40.643985748291016,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
127714,1,2016-06-01 06:27:48,2016-06-01 07:03:33,2,18.0,-73.97644805908203,40.7763786315918,2,N,-73.78485870361328,40.64313888549805,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
127717,2,2016-06-01 06:27:49,2016-06-01 06:59:15,2,17.11,-73.98407745361328,40.72923278808594,2,N,-73.78195953369139,40.64431381225585,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
127780,2,2016-06-01 06:49:24,2016-06-01 07:31:51,1,21.85,-74.01490783691406,40.7159309387207,2,N,-73.78982543945312,40.6469612121582,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
127826,1,2016-06-01 06:41:45,2016-06-01 07:10:41,2,16.5,-73.98712158203125,40.750953674316406,2,N,-73.78946685791014,40.64294815063477,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
127894,2,2016-06-01 06:54:44,2016-06-01 07:30:00,1,16.96,-73.98723602294923,40.72239685058594,2,N,-73.7889633178711,40.64158248901367,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
127923,2,2016-06-01 06:49:30,2016-06-01 07:27:36,5,19.26,-73.95774841308594,40.78219604492188,2,N,-73.78246307373048,40.644187927246094,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
127971,2,2016-06-01 06:41:54,2016-06-01 07:14:51,1,16.87,-73.99729919433594,40.74670028686523,2,N,-73.7899169921875,40.64310073852539,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
128089,1,2016-06-01 06:49:41,2016-06-01 07:22:46,1,16.6,-73.98809814453125,40.71882247924805,2,N,-73.78897857666014,40.64153289794922,1,52.0,0.0,0.5,8.0,0.0,0.3,60.8
128379,2,2016-06-01 06:55:06,2016-06-01 07:33:00,1,19.72,-73.96186828613281,40.76805877685547,2,N,-73.78251647949219,40.64413070678711,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
128402,2,2016-06-01 06:42:16,2016-06-01 07:11:38,5,18.81,-73.94786071777344,40.77912521362305,2,N,-73.77631378173827,40.64547729492188,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
128420,1,2016-06-01 06:42:23,2016-06-01 07:09:13,2,16.5,-73.97868347167969,40.73669052124024,2,N,-73.7892837524414,40.64268112182617,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
128432,1,2016-06-01 06:42:25,2016-06-01 07:24:19,2,18.3,-74.00621795654298,40.72340774536133,2,N,-73.78573608398438,40.64329528808594,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
128873,2,2016-06-01 07:05:30,2016-06-01 07:36:19,2,18.92,-73.95020294189453,40.77729797363281,2,N,-73.7829818725586,40.64391326904297,1,52.0,0.0,0.5,12.83,5.54,0.3,71.17
128950,2,2016-06-01 06:50:28,2016-06-01 07:37:59,2,17.37,-73.98100280761719,40.7646713256836,2,N,-73.79071044921875,40.64661407470703,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
128969,2,2016-06-01 06:50:30,2016-06-01 07:30:20,1,18.0,-73.98139190673827,40.76261901855469,2,N,-73.78376007080078,40.64635848999024,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
129040,1,2016-06-01 07:05:43,2016-06-01 07:35:11,1,17.3,-73.97367095947266,40.7553939819336,2,N,-73.78148651123048,40.64702987670898,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
129085,1,2016-06-01 07:00:48,2016-06-01 07:37:17,1,16.7,-73.99189758300781,40.755130767822266,2,N,-73.79074859619139,40.64427185058594,1,52.0,0.0,0.5,0.65,5.54,0.3,58.99
129314,1,2016-06-01 07:05:52,2016-06-01 07:38:43,1,16.8,-73.98516845703125,40.75198745727539,2,N,-73.78368377685547,40.64366912841797,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
129354,2,2016-06-01 07:01:00,2016-06-01 07:32:19,1,19.32,-73.95342254638672,40.77558898925781,2,N,-73.77635192871094,40.64535903930664,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
129375,1,2016-06-01 07:01:05,2016-06-01 07:31:30,1,16.4,-73.97456359863281,40.75325393676758,2,N,-73.78263092041014,40.644134521484375,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
129518,2,2016-06-01 07:01:11,2016-06-01 07:25:49,1,15.53,-73.97196197509766,40.745689392089844,2,N,-73.7825469970703,40.64849090576172,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
129652,1,2016-06-01 07:06:21,2016-06-01 07:48:06,1,20.5,-73.9748306274414,40.78855514526367,2,N,-73.78706359863281,40.64749526977539,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
129758,2,2016-06-01 06:51:19,2016-06-01 07:23:47,1,19.08,-73.95561218261719,40.77350997924805,2,N,-73.78292846679686,40.643890380859375,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
130284,2,2016-06-01 06:51:54,2016-06-01 07:22:25,2,16.22,-73.97909545898438,40.749698638916016,2,N,-73.78456115722656,40.643287658691406,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
130328,1,2016-06-01 07:02:07,2016-06-01 07:47:52,1,21.4,-73.99168395996094,40.76789474487305,2,N,-73.78925323486328,40.64722442626953,1,52.0,0.0,0.5,5.55,5.54,0.3,63.89
130460,1,2016-06-01 07:02:13,2016-06-01 07:41:32,1,17.3,-73.99092864990234,40.756141662597656,2,N,-73.77882385253906,40.64505386352539,1,52.0,0.0,0.5,4.0,5.54,0.3,62.34
130915,1,2016-06-01 06:57:41,2016-06-01 07:37:45,1,18.6,-73.94960021972656,40.79661178588867,2,N,-73.78829956054686,40.647499084472656,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
130926,2,2016-06-01 06:57:43,2016-06-01 07:28:31,3,18.39,-73.94998931884766,40.79576110839844,2,N,-73.77645111083984,40.64517211914063,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
131007,2,2016-06-01 07:07:35,2016-06-01 07:46:31,1,18.64,-74.00702667236328,40.73483276367188,2,N,-73.78079986572266,40.6465950012207,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
131029,2,2016-06-01 06:57:49,2016-06-01 07:43:20,2,16.76,-73.97367095947266,40.75675964355469,2,N,-73.78099060058595,40.64484024047852,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
131062,2,2016-06-01 07:02:51,2016-06-01 07:45:06,2,20.78,-73.97852325439453,40.7755012512207,2,N,-73.78410339355469,40.64346694946289,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
131096,1,2016-06-01 07:02:59,2016-06-01 07:41:08,1,18.3,-73.99671936035155,40.73492813110352,2,N,-73.7903060913086,40.64685440063477,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
131120,1,2016-06-01 06:52:33,2016-06-01 07:29:40,2,18.5,-73.99259185791014,40.76866912841797,2,N,-73.78242492675781,40.64410781860352,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
131176,1,2016-06-01 07:07:40,2016-06-01 07:50:09,1,17.5,-73.99320220947266,40.74237823486328,2,N,-73.79065704345702,40.64469909667969,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
131295,2,2016-06-01 07:03:11,2016-06-01 07:52:03,1,19.71,-73.98348999023438,40.762149810791016,2,N,-73.79376220703125,40.65723037719727,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
131342,2,2016-06-01 07:07:53,2016-06-01 07:44:23,1,27.92,-74.01711273193358,40.70523071289063,2,N,-73.78337097167969,40.64384078979492,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
131538,2,2016-06-01 06:53:08,2016-06-01 07:26:34,1,19.83,-73.95662689208984,40.76696014404297,2,N,-73.77632904052734,40.645851135253906,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
131816,1,2016-06-01 07:03:44,2016-06-01 07:32:15,1,16.3,-73.97322845458984,40.7484130859375,2,N,-73.77637481689453,40.64606094360352,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
131852,2,2016-06-01 07:08:24,2016-06-01 07:43:36,1,17.62,-73.99212646484375,40.74391174316406,2,N,-73.78276062011719,40.64879989624024,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
131861,1,2016-06-01 06:58:36,2016-06-01 07:30:19,1,17.5,-73.9755630493164,40.728675842285156,2,N,-73.78897094726562,40.641597747802734,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
131987,1,2016-06-01 07:08:30,2016-06-01 07:45:36,1,28.5,-74.01532745361328,40.71583938598633,2,N,-73.787109375,40.64685440063477,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0
132066,2,2016-06-01 06:53:45,2016-06-01 07:38:24,1,21.86,-74.00623321533203,40.73086929321289,2,N,-73.77632904052734,40.64572143554688,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
132117,2,2016-06-01 07:04:00,2016-06-01 07:37:47,1,17.31,-73.99388885498048,40.736083984375,2,N,-73.7824935913086,40.64475631713867,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
132162,2,2016-06-01 07:08:43,2016-06-01 07:53:06,5,19.43,-74.00383758544923,40.70804977416992,2,N,-73.78279113769531,40.643959045410156,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
132178,2,2016-06-01 06:58:55,2016-06-01 07:26:43,1,16.43,-73.97814178466798,40.745643615722656,2,N,-73.77647399902342,40.64516830444336,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
132219,2,2016-06-01 06:53:54,2016-06-01 07:26:24,1,16.58,-73.98819732666014,40.73204040527344,2,N,-73.78993225097656,40.64316177368164,1,52.0,0.0,0.5,3.0,5.54,0.3,61.34
132340,2,2016-06-01 06:59:05,2016-06-01 07:43:47,6,30.3,-73.99842834472656,40.735511779785156,2,N,-73.77647399902342,40.645057678222656,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
132386,2,2016-06-01 07:11:03,2016-06-01 07:42:52,1,17.36,-73.96497344970702,40.7576560974121,2,N,-73.77671813964845,40.644813537597656,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
132521,2,2016-06-01 07:11:08,2016-06-01 07:53:41,2,18.33,-74.00927734375,40.7254638671875,2,N,-73.78329467773438,40.64388275146485,1,52.0,0.0,0.5,5.0,0.0,0.3,57.8
132622,1,2016-06-01 06:59:17,2016-06-01 07:33:41,2,17.5,-73.9838638305664,40.75817108154297,2,N,-73.7900161743164,40.646949768066406,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
132627,2,2016-06-01 06:59:18,2016-06-01 07:25:06,1,15.8,-73.97450256347656,40.745948791503906,2,N,-73.78248596191406,40.6440658569336,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
132824,2,2016-06-01 07:16:20,2016-06-01 07:50:27,1,18.96,-73.95230865478516,40.76628875732422,2,N,-73.7934341430664,40.64461898803711,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
132933,2,2016-06-01 07:09:20,2016-06-01 07:47:54,1,17.53,-73.97402954101562,40.7647705078125,2,N,-73.78257751464844,40.64411544799805,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
132941,2,2016-06-01 07:09:22,2016-06-01 07:49:12,5,17.56,-73.9821014404297,40.764961242675774,2,N,-73.78726959228516,40.65349960327149,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
133352,2,2016-06-01 07:05:10,2016-06-01 07:34:58,1,19.17,-73.95413970947266,40.770240783691406,2,N,-73.78685760498048,40.64460372924805,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
